estado,municipio,Accesibilidad al espacio público abierto,Acceso a Internet,Acceso a agua mejorada,Aglomeración económica,CALIDAD DE VIDA,Calidad del aire,Capacidad institucional y ﬁnanzas municipales,Coeﬁciente de Gini,Concentraciones de material particulado,Concentración de CO2,Crecimiento económico,Densidad de la interconexión vial,Densidad de médicos,Densidad económica,Densidad poblacional,Densidad vial,Desempleo juvenil,Deuda subnacional,EQUIDAD E INCLUSIÓN SOCIAL,Educación,Empleo,Energía,Equidad económica,Espacio habitable suﬁciente,Espacio público,Esperanza de vida al nacer,Eﬁciencia del gasto local,Eﬁciencia en el uso de suelo,Fatalidades de tránsito,Forma urbana,GOBERNANZA Y LEGISLACIÓN URBANA,Gobernanza de la urbanización,INFRAESTRUCTURA DE DESARROLLO,Inclusión de género,Inclusión social,Infraestructura de comunicaciones,Infraestructura de vivienda,Infraestructura social,Inscripción equitativa en educación a nivel secundario,Longitud de transporte masivo,Manejo de residuos,Movilidad urbana,Número de estaciones de monitoreo,PRODUCTIVIDAD,Participación electoral,Participación y rendición de cuentas,Producto urbano per cápita,Promedio de años de escolaridad,Proporción de generación de energía renovable,Recaudación de ingresos propios,Recolección de residuos sólidos,Relación de dependencia de la tercera edad,Relación empleo-población,SOSTENIBILIDAD AMBIENTAL,Salud,Seguridad y protección,Superﬁcie destinada a vías,Tasa de alfabetización,Tasa de desempleo,Tasa de homicidios,Tasa de mortalidad de menores de 5 años,Tasa de pobreza,Tratamiento de aguas residuales,Velocidad de banda ancha promedio,Vivienda durable,Viviendas en barrios precarios,Áreas verdes per cápita
Puebla,Coronango,100.0,9.24,0.0,62.81,65.95,73.04,14.33,53.26,100.0,46.08,40.77,44.43,28.03,62.81,78.39,4.15,86.94,0.0,57.72,70.74,66.65,0.0,33.25,100.0,75.89,69.45,43.0,0.0,94.38,26.78,24.37,0.0,38.22,96.42,43.47,26.34,62.77,28.03,96.42,0.0,26.35,47.19,,56.74,58.77,58.77,19.72,48.64,0.0,0.0,52.7,61.81,46.23,33.13,59.96,57.22,31.76,92.84,87.08,57.22,50.47,13.25,0.0,43.44,72.69,0.0,51.78
Puebla,Cuautlancingo,31.47,34.26,97.3,92.41,70.54,73.04,23.67,53.78,100.0,46.08,85.58,100.0,10.35,92.41,21.47,41.17,70.93,0.0,76.37,77.25,59.39,0.0,46.36,100.0,57.31,71.57,39.26,29.01,49.87,59.01,29.98,29.01,43.47,99.83,82.91,44.18,78.85,10.35,99.83,0.0,97.4,24.93,,79.13,37.27,37.27,93.93,56.93,0.0,31.73,97.4,77.22,49.48,85.22,85.79,61.83,35.87,97.56,69.31,61.83,100.0,38.94,0.0,54.1,96.62,94.9,83.15
Puebla,Huauchinango,58.54,18.19,82.9,52.63,62.57,23.04,29.33,33.18,0.0,46.08,27.3,100.0,44.19,52.63,25.19,41.52,62.98,20.24,67.03,64.07,44.56,0.0,30.74,100.0,79.27,71.57,67.75,36.24,87.23,62.34,39.47,36.24,59.79,99.19,71.17,36.14,69.03,44.19,99.19,,76.1,87.23,,41.5,52.83,52.83,3.38,41.0,0.0,0.0,76.1,51.22,28.89,49.57,57.7,49.24,45.5,87.15,60.22,49.24,43.83,28.3,0.0,54.1,68.04,79.35,100.0
Puebla,Huejotzingo,100.0,9.12,85.45,67.63,60.88,55.54,17.0,62.24,65.0,46.08,49.3,61.22,47.91,67.63,35.8,20.23,88.07,0.0,69.71,77.03,72.78,0.0,46.45,100.0,50.51,69.45,51.0,25.76,98.3,42.7,30.8,25.76,58.15,87.13,75.54,26.28,75.56,47.91,87.13,,69.57,98.3,,63.24,49.63,49.63,39.66,60.71,0.0,0.0,80.37,58.94,55.49,41.7,61.15,54.83,46.65,93.35,90.06,54.83,52.86,30.67,58.77,43.44,80.99,63.02,1.01
Puebla,Izúcar de Matamoros,64.85,24.97,87.6,51.77,63.08,23.04,0.0,44.19,0.0,46.08,28.67,72.54,48.45,51.77,16.45,11.03,70.48,0.0,67.31,63.72,46.96,0.0,35.51,100.0,82.43,71.57,,0.0,73.26,37.95,13.56,0.0,53.88,89.09,77.33,39.54,70.19,48.45,89.09,,94.1,73.26,,42.46,40.68,40.68,15.63,39.43,0.0,0.0,88.2,41.72,31.23,58.57,60.54,45.62,30.27,88.02,62.69,45.62,49.52,26.84,100.0,54.1,76.69,84.18,100.0
Puebla,Puebla,86.18,28.95,88.5,69.74,66.83,82.03,48.23,44.7,100.0,46.08,47.6,100.0,74.74,69.74,63.28,80.63,74.0,21.25,61.31,88.94,68.74,0.0,43.25,100.0,47.52,69.45,95.0,0.0,93.78,84.15,30.72,0.0,68.35,90.17,50.52,36.2,86.76,74.74,90.17,26.04,91.73,59.91,100.0,62.03,43.94,43.94,37.54,82.64,0.0,28.43,83.46,57.66,58.19,57.92,61.87,69.01,71.83,95.23,79.28,69.01,54.29,41.79,100.0,43.44,95.25,27.04,8.85
Puebla,San Andrés Cholula,100.0,34.39,0.0,62.93,70.9,73.04,47.14,50.84,100.0,46.08,54.28,73.59,16.53,62.93,35.11,25.55,89.45,0.0,69.5,79.28,75.89,0.0,39.4,100.0,84.76,69.45,86.0,0.0,100.0,49.84,29.87,0.0,44.53,90.22,78.87,38.92,56.59,16.53,90.22,21.49,45.87,60.74,,64.36,42.48,42.48,36.68,63.36,0.0,55.41,91.74,71.87,61.74,39.64,62.73,56.83,50.4,95.21,90.04,56.83,56.0,27.96,0.0,43.44,91.25,68.3,69.51
Puebla,San Martín Texmelucan,35.24,23.19,95.98,64.58,66.41,23.04,33.12,59.39,0.0,46.08,46.94,88.47,27.69,64.58,23.24,30.02,78.95,0.0,70.54,70.58,58.52,0.07,43.93,100.0,67.62,71.57,92.97,0.0,100.0,51.77,22.69,0.0,59.14,83.25,84.45,38.65,77.6,27.69,83.25,,96.72,100.0,,56.68,34.96,34.96,37.36,45.71,0.07,6.37,96.72,56.51,43.15,39.95,68.66,58.77,36.83,95.45,73.9,58.77,65.75,28.46,0.0,54.1,91.16,89.95,100.0
Puebla,San Pedro Cholula,100.0,26.59,41.67,64.7,65.56,73.04,38.44,45.24,100.0,46.08,43.23,65.39,48.41,64.7,69.63,19.95,92.62,4.52,70.09,83.44,75.16,0.0,44.07,100.0,57.57,69.45,95.0,0.0,92.78,38.97,28.42,0.0,48.75,83.78,82.41,35.02,74.93,48.41,83.78,0.0,44.39,46.39,,61.03,46.82,46.82,26.16,72.14,0.0,15.79,88.78,60.29,57.83,39.14,56.16,65.06,31.59,94.73,92.49,65.06,42.88,42.89,0.0,43.44,88.42,72.21,15.14
Puebla,Tecamachalco,52.65,13.08,85.7,56.23,51.94,23.04,0.0,55.09,0.0,46.08,46.07,73.63,37.67,56.23,11.33,33.12,70.21,0.0,69.61,64.46,43.26,0.0,40.17,100.0,37.22,71.57,,0.0,90.36,48.8,11.96,0.0,55.96,93.77,74.91,33.59,69.41,37.67,93.77,,87.1,90.36,,48.52,35.88,35.88,28.98,37.29,0.0,0.0,87.1,63.16,28.45,55.07,59.52,46.56,39.64,91.64,58.07,46.56,47.47,25.24,0.0,54.1,80.62,79.62,21.79
Puebla,Tehuacán,60.78,31.23,91.86,59.18,55.21,23.04,31.12,59.95,0.0,46.08,40.04,100.0,41.55,59.18,30.07,53.44,92.42,4.4,71.86,67.45,70.04,0.0,45.57,100.0,42.5,71.57,87.03,40.82,89.77,66.47,37.24,40.82,63.43,82.21,87.8,42.66,76.68,41.55,82.21,,93.48,89.77,,56.42,39.8,39.8,22.37,43.07,0.0,1.93,93.48,57.72,55.58,58.26,57.09,53.8,45.97,91.84,84.49,53.8,42.61,31.19,0.0,54.1,84.79,83.17,24.23
Puebla,Tepeaca,56.91,12.43,90.92,47.16,54.5,23.04,0.0,47.69,0.0,46.08,34.33,55.89,38.65,47.16,12.47,7.92,79.72,0.0,68.14,64.55,52.67,0.0,36.7,100.0,41.54,71.57,,0.0,86.77,33.35,14.17,0.0,53.17,86.92,80.79,33.26,73.8,38.65,86.92,,86.21,86.77,,44.72,42.52,42.52,9.13,36.64,0.0,0.0,86.21,59.53,34.97,54.62,59.83,52.1,36.24,92.46,70.36,52.1,48.08,25.72,0.0,54.1,91.82,81.87,26.16
Puebla,Tlatlauquitepec,50.98,8.81,93.06,51.35,66.54,23.04,0.0,33.37,0.0,46.08,20.74,35.96,39.82,51.35,9.69,0.0,78.35,0.0,64.06,61.34,47.42,0.0,29.0,100.0,75.49,71.57,,87.86,53.49,23.53,46.17,87.86,43.83,79.74,83.44,31.45,70.83,39.82,79.74,,80.92,53.49,,39.84,50.63,50.63,0.0,37.71,0.0,0.0,80.92,41.48,20.55,51.98,68.11,61.21,34.64,84.96,74.3,61.21,64.65,24.63,0.0,54.1,80.58,88.52,100.0
Querétaro,Cadereyta de Montes,62.74,1.17,92.79,49.99,57.24,73.04,33.0,48.61,100.0,46.08,32.92,64.52,64.8,49.99,9.11,14.66,62.32,0.0,57.75,69.89,50.45,0.0,33.42,100.0,31.6,71.52,99.0,72.7,83.49,40.19,56.66,72.7,55.79,82.85,56.99,22.31,68.19,64.8,82.85,,42.68,83.49,,44.45,64.28,64.28,11.0,55.86,0.0,0.0,76.54,54.83,37.16,38.57,66.17,61.28,41.38,83.93,63.74,61.28,60.81,18.22,8.82,43.44,70.86,51.67,0.46
Querétaro,Corregidora,42.27,61.11,95.04,66.02,76.79,54.95,31.06,41.26,68.76,46.08,53.68,100.0,18.91,66.02,15.37,86.28,77.06,11.6,78.01,80.15,66.94,0.0,53.11,100.0,71.13,73.61,11.52,19.27,83.15,94.97,36.0,19.27,58.04,93.7,87.21,57.6,77.13,18.91,93.7,0.0,99.42,41.58,50.0,62.21,57.66,57.66,43.02,63.79,0.0,70.05,98.85,64.33,57.77,77.19,86.8,69.06,98.63,96.51,76.1,69.06,100.0,64.97,100.0,54.1,98.1,97.37,100.0
Querétaro,El Marqués,57.57,6.94,84.66,69.64,55.69,54.94,57.57,72.41,68.75,46.08,63.02,100.0,30.15,69.64,15.1,96.43,69.62,20.25,64.91,70.06,65.27,0.0,54.42,100.0,31.5,71.52,100.0,0.0,88.45,90.15,42.34,0.0,51.08,68.95,71.35,25.19,65.7,30.15,68.95,0.0,44.1,44.23,50.0,65.98,69.45,69.45,55.59,49.71,0.0,52.44,82.38,70.45,58.14,33.01,62.68,58.52,74.01,90.4,72.4,58.52,53.83,36.43,5.82,43.44,63.05,73.08,5.43
Querétaro,Querétaro,54.37,35.06,95.71,72.3,64.14,50.78,51.86,43.45,68.75,46.08,59.29,95.7,67.27,72.3,36.25,96.49,72.62,10.4,70.21,86.89,70.84,0.0,46.59,100.0,39.75,71.52,96.0,0.0,89.47,92.73,38.96,0.0,65.24,81.88,82.17,39.25,82.18,67.27,81.88,0.0,72.13,44.73,37.5,67.48,65.04,65.04,52.3,78.21,0.0,49.17,92.56,66.28,65.47,40.97,66.05,63.87,86.01,95.56,76.21,63.87,60.57,49.72,51.7,43.44,96.77,91.72,25.13
Querétaro,San Juan del Río,99.58,17.66,97.32,71.38,65.79,37.03,50.69,49.4,65.0,46.08,56.71,100.0,62.88,71.38,33.29,65.63,73.47,25.85,71.01,81.21,67.2,0.0,48.05,100.0,54.17,71.52,96.0,28.75,94.28,78.41,47.1,28.75,69.22,83.81,81.16,30.55,79.98,62.88,83.81,,78.79,94.28,0.0,65.1,61.84,61.84,48.09,69.21,0.0,30.22,73.02,65.32,58.89,38.6,65.82,61.94,69.62,93.21,75.51,61.94,60.12,46.71,84.55,43.44,89.32,88.86,8.76
Quintana Roo,Benito Juárez,89.84,29.22,76.27,62.05,68.65,37.83,77.04,46.54,67.43,46.08,65.34,100.0,51.53,62.05,34.54,54.21,82.67,83.0,75.12,92.18,78.31,65.13,49.82,100.0,65.86,72.39,92.0,85.82,89.79,73.36,67.57,85.82,56.11,89.82,85.72,36.33,74.45,51.53,89.82,0.0,91.96,44.9,0.0,68.57,39.84,39.84,35.8,90.21,65.13,56.14,83.91,94.87,74.86,64.97,65.66,50.91,65.86,94.15,81.76,50.91,58.93,53.09,100.0,43.44,87.0,88.76,41.87
Quintana Roo,Othón P. Blanco,65.01,20.73,96.82,55.09,61.11,37.03,59.89,44.3,65.0,46.08,44.79,95.71,67.59,55.09,22.75,53.9,86.61,79.05,69.79,79.55,75.2,0.0,40.71,100.0,38.09,72.39,100.0,67.95,88.73,68.43,57.59,67.95,66.46,83.26,85.4,32.08,75.44,67.59,83.26,,45.66,88.73,0.0,58.36,44.94,44.94,24.43,68.0,0.0,0.61,69.51,65.14,58.83,27.56,66.07,60.72,55.68,91.1,91.58,60.72,59.75,37.12,21.81,43.44,82.2,84.19,11.17
Quintana Roo,Solidaridad,28.84,18.55,99.15,63.56,57.36,37.03,90.99,47.67,65.0,46.08,73.49,85.95,67.63,63.56,22.94,40.39,88.07,87.09,75.03,88.47,83.79,0.0,48.52,100.0,18.18,72.39,100.0,39.36,82.28,62.65,54.56,39.36,64.6,93.44,83.12,31.0,79.44,67.63,93.44,,62.91,82.28,0.0,73.61,33.34,33.34,46.97,83.64,0.0,85.88,96.08,100.0,87.99,33.31,65.22,57.57,61.62,93.31,79.59,57.57,58.05,49.36,29.73,43.44,95.67,78.17,7.53
San Luis Potosí,Ciudad Valles,67.0,30.55,91.4,57.49,66.59,23.04,28.82,54.18,0.0,46.08,34.35,100.0,54.65,57.49,17.0,94.05,81.48,10.37,75.55,70.79,58.4,0.0,44.54,100.0,83.5,71.57,76.08,0.0,92.04,83.29,25.25,0.0,69.48,96.58,85.53,42.33,75.09,54.65,96.58,,88.73,92.04,,50.08,46.93,46.93,23.95,48.5,0.0,0.0,77.47,44.75,37.28,37.26,54.45,57.63,55.81,93.09,79.53,57.63,37.34,34.89,100.0,54.1,91.96,89.57,100.0
San Luis Potosí,San Luis Potosí,71.5,33.0,96.53,73.0,68.17,54.94,54.62,44.75,68.75,46.08,56.35,100.0,75.68,73.0,35.74,53.35,63.91,37.54,69.53,86.97,65.09,0.0,45.55,100.0,59.88,68.73,100.0,0.0,84.79,73.56,34.76,0.0,62.58,83.96,79.1,38.22,83.07,75.68,83.96,0.0,98.04,42.39,50.0,64.81,49.66,49.66,54.75,77.71,0.0,26.32,96.09,57.96,57.66,51.0,64.82,61.01,67.31,96.22,72.51,61.01,60.91,46.34,100.0,43.44,100.0,94.28,48.26
San Luis Potosí,Soledad de Graciano Sánchez,79.56,21.09,96.58,57.07,66.51,38.28,36.91,56.38,68.75,46.08,44.93,78.0,39.68,57.07,51.23,99.3,62.13,0.0,68.38,84.38,65.91,0.0,47.3,100.0,45.24,68.73,100.0,0.0,82.7,82.64,27.41,0.0,56.53,79.21,78.63,32.27,86.72,39.68,79.21,0.0,48.49,41.35,0.0,55.97,45.32,45.32,17.12,72.64,0.0,10.72,96.98,72.74,60.99,28.92,65.2,71.2,70.62,96.13,70.83,71.2,61.67,38.22,0.0,43.44,99.06,95.13,10.92
Sinaloa,Ahome,75.47,26.82,96.85,58.4,62.05,55.36,44.23,51.35,70.0,46.08,42.61,100.0,55.97,58.4,25.54,95.09,67.21,11.96,71.64,90.23,63.87,0.0,48.99,100.0,41.68,69.9,100.0,32.51,86.78,97.79,40.11,32.51,62.23,86.04,79.87,35.13,78.84,55.97,86.04,0.0,82.7,43.39,50.0,54.96,43.58,43.58,29.7,84.86,0.0,20.74,94.33,55.52,50.24,46.02,67.0,49.28,98.29,95.6,77.5,49.28,64.09,46.64,71.07,43.44,92.98,92.53,7.9
Sinaloa,Culiacán,43.11,33.32,96.53,58.11,56.8,50.33,61.56,49.57,67.43,46.08,46.82,100.0,67.91,58.11,22.36,96.15,79.96,46.77,70.89,86.49,73.96,,48.04,100.0,28.85,69.9,100.0,0.0,80.47,95.69,31.72,0.0,64.28,77.0,87.62,38.38,79.18,67.91,77.0,0.0,95.76,40.24,37.5,59.63,33.61,33.61,33.28,78.0,100.0,37.92,91.52,60.35,61.15,82.03,67.83,44.01,90.91,94.99,86.77,44.01,65.77,46.52,100.0,43.44,97.82,95.27,14.59
Sinaloa,El Fuerte,22.07,15.88,87.81,43.0,64.06,23.04,23.92,57.71,0.0,46.08,18.16,100.0,32.53,43.0,5.52,98.9,88.25,2.77,77.55,66.97,51.04,0.0,49.97,100.0,61.03,75.31,68.98,0.0,63.52,89.84,27.22,0.0,62.09,96.78,85.89,34.99,71.36,32.53,96.78,100.0,47.88,81.76,,37.4,57.75,57.75,1.2,41.57,0.0,0.0,55.38,35.13,27.8,35.46,83.43,44.79,70.64,92.38,74.28,44.79,91.55,42.23,40.38,54.1,92.09,83.54,100.0
Sinaloa,Guasave,51.54,23.21,89.34,52.94,65.49,23.04,51.76,53.62,0.0,46.08,29.87,100.0,41.05,52.94,11.84,88.72,74.05,63.72,75.22,68.75,47.91,0.0,49.51,100.0,70.9,75.31,80.14,0.0,59.32,89.49,36.7,0.0,54.54,96.38,79.77,38.66,73.84,41.05,96.38,0.0,68.31,29.66,,43.58,58.35,58.35,18.23,44.79,0.0,11.43,89.97,41.51,29.22,45.67,70.88,51.44,79.74,92.71,66.61,51.44,66.45,45.4,46.64,54.1,94.19,85.5,90.27
Sinaloa,Mazatlán,73.57,33.29,95.8,65.03,61.5,82.03,56.49,52.67,100.0,46.08,44.97,93.7,55.26,65.03,44.27,87.4,73.14,28.64,69.68,86.19,70.72,0.0,49.56,100.0,40.29,69.9,100.0,0.0,79.9,89.46,32.79,0.0,69.39,79.46,80.02,38.37,83.98,55.26,79.46,,90.9,79.9,100.0,60.24,41.87,41.87,34.51,76.36,0.0,40.82,92.28,55.43,60.28,57.64,66.3,53.22,87.28,96.02,81.16,53.22,62.69,46.45,89.52,43.44,95.85,86.89,7.02
Sinaloa,Navolato,42.98,16.21,91.38,46.21,61.72,56.75,31.85,60.94,67.42,46.08,30.89,100.0,43.34,46.21,7.08,78.31,100.0,15.02,82.34,64.54,69.89,0.0,56.01,100.0,71.49,75.31,75.54,0.0,57.98,92.77,27.99,0.0,54.57,97.94,93.07,35.16,72.58,43.34,97.94,0.0,68.16,28.99,,49.0,52.11,52.11,10.66,37.93,0.0,4.99,89.17,51.13,51.29,62.46,74.52,36.32,100.0,91.14,88.48,36.32,73.73,51.08,47.15,54.1,91.87,86.13,100.0
Sonora,Agua Prieta,33.8,25.73,98.37,51.57,53.95,73.04,77.45,56.5,100.0,46.08,50.87,87.53,53.16,51.57,14.74,78.45,63.12,66.4,72.26,81.47,66.96,0.0,46.16,100.0,17.05,71.08,97.2,17.48,79.82,84.78,48.79,17.48,65.4,95.41,75.21,34.58,74.67,53.16,95.41,,55.97,79.82,,56.47,51.43,51.43,31.49,66.29,0.0,68.75,92.18,70.25,63.46,43.0,63.21,54.07,88.37,96.66,70.47,54.07,55.35,35.82,19.76,43.44,85.58,87.3,0.3
Sonora,Caborca,24.96,27.83,97.43,48.27,51.35,73.04,55.85,56.22,100.0,46.08,43.41,91.49,52.67,48.27,11.51,60.89,77.91,25.92,75.52,80.47,73.0,0.0,49.58,100.0,12.75,71.08,97.54,0.0,27.82,83.76,36.83,0.0,55.17,92.37,84.61,35.64,75.96,52.67,92.37,,40.26,27.82,,54.89,54.65,54.65,25.65,66.79,0.0,44.08,80.51,61.17,63.58,37.76,68.65,43.53,98.89,94.16,82.42,43.53,66.21,42.93,0.0,43.44,94.91,91.32,0.54
Sonora,Cajeme,100.0,31.64,96.99,70.13,62.88,59.53,67.95,53.7,82.5,46.08,47.79,100.0,81.96,70.13,49.48,89.77,63.88,57.76,73.31,84.87,65.62,100.0,52.56,100.0,53.28,71.08,97.0,29.22,74.3,95.39,51.28,29.22,74.86,88.46,78.92,37.54,85.12,81.96,88.46,,88.14,74.3,50.0,61.18,56.67,56.67,42.2,73.5,100.0,49.09,83.71,53.38,55.22,82.56,64.94,48.43,96.4,96.25,76.03,48.43,58.8,51.42,92.58,43.44,94.01,93.95,6.56
Sonora,Guaymas,100.0,30.39,93.8,65.22,62.3,53.69,70.97,53.52,65.0,46.08,47.83,100.0,58.73,65.22,28.28,60.13,65.18,78.8,63.47,83.08,63.82,0.0,50.52,100.0,52.19,71.08,100.0,0.0,78.33,73.06,42.41,0.0,64.67,87.42,52.46,36.91,76.29,58.73,87.42,,69.93,78.33,50.0,58.96,56.25,56.25,42.47,71.0,0.0,34.1,88.76,53.18,53.83,41.21,59.94,54.02,59.04,95.16,73.81,54.02,48.8,47.51,51.1,43.44,83.1,39.74,4.37
Sonora,Hermosillo,81.12,41.63,95.25,72.59,64.33,42.0,77.07,49.13,67.43,46.08,59.43,100.0,65.78,72.59,33.65,59.52,65.79,93.49,71.94,90.6,68.55,0.0,50.53,100.0,44.72,71.08,100.0,8.38,87.93,84.73,46.97,8.38,63.51,86.02,79.27,42.54,80.53,65.78,86.02,0.0,53.0,43.97,12.5,66.86,55.45,55.45,55.54,84.14,0.0,37.71,91.63,63.33,63.55,31.67,63.14,58.85,94.66,97.06,73.55,58.85,55.21,51.94,14.38,43.44,93.22,92.75,8.32
Sonora,Navojoa,53.2,28.42,93.04,61.42,61.8,23.04,30.98,47.68,0.0,46.08,40.16,98.66,45.39,61.42,11.71,66.77,56.11,35.59,68.37,74.2,51.19,0.0,45.26,100.0,40.92,73.61,55.53,0.0,82.96,88.48,28.58,0.0,66.56,88.82,71.04,41.26,74.69,45.39,88.82,,66.33,82.96,,50.92,54.75,54.75,38.61,52.07,0.0,1.84,78.81,41.7,36.73,44.68,74.86,57.2,100.0,96.34,65.65,57.2,76.12,42.83,53.85,54.1,94.01,85.96,28.64
Sonora,Nogales,58.26,29.93,57.74,66.12,56.83,53.69,81.34,58.49,65.0,46.08,60.77,100.0,47.21,66.12,36.65,75.28,65.07,89.58,74.07,85.8,69.92,0.0,52.65,100.0,31.01,71.08,100.0,41.49,87.88,81.29,55.55,41.49,63.85,89.55,80.02,36.69,66.17,47.21,89.55,,86.47,87.88,50.0,65.6,43.83,43.83,41.63,74.29,0.0,54.44,83.08,79.92,69.13,46.72,58.75,51.77,68.6,97.32,70.7,51.77,46.42,46.81,89.85,43.44,70.28,94.97,3.76
Sonora,San Luis Río Colorado,48.59,43.54,96.02,51.46,58.82,23.04,39.26,55.99,0.0,46.08,39.33,100.0,30.35,51.46,15.29,90.5,76.62,26.29,74.5,71.22,56.88,0.0,48.52,100.0,31.86,73.61,84.66,75.84,63.56,96.83,50.48,75.84,60.27,92.37,82.62,48.82,61.8,30.35,92.37,,74.01,63.56,,49.22,36.34,36.34,22.86,46.57,0.0,6.83,95.88,55.81,45.85,48.52,78.94,53.24,100.0,95.87,67.92,53.24,84.28,41.04,52.14,54.1,35.88,88.62,15.14
Tabasco,Centla,56.72,5.05,35.01,51.02,67.52,23.04,32.12,42.74,0.0,46.08,31.64,54.32,35.83,51.02,6.73,2.69,56.63,0.0,63.99,66.65,27.1,0.0,36.27,100.0,78.36,71.57,96.37,0.51,100.0,28.61,32.53,0.51,49.13,92.6,63.09,29.58,51.62,35.83,92.6,,23.79,100.0,,36.59,64.94,64.94,9.72,41.71,0.0,0.0,42.1,53.56,9.37,23.42,70.51,54.54,28.82,91.59,44.83,54.54,69.44,29.8,5.49,54.1,64.73,69.56,100.0
Tabasco,Centro,47.07,25.18,95.3,70.62,57.65,50.33,36.12,41.59,67.43,46.08,56.77,87.65,85.04,70.62,33.56,27.23,77.31,27.91,73.06,88.43,70.91,0.0,43.5,100.0,26.59,69.29,80.0,0.0,89.02,56.82,34.61,0.0,63.45,91.17,84.51,34.31,78.61,85.04,91.17,35.91,54.79,62.46,37.5,66.1,67.72,67.72,48.51,82.29,0.0,0.45,81.03,65.02,58.0,35.04,61.36,54.24,55.58,94.57,83.82,54.24,53.43,45.4,28.54,43.44,85.6,91.7,6.1
Tabasco,Comalcalco,30.6,13.94,84.9,51.9,67.26,23.04,27.82,46.85,0.0,46.08,31.5,43.64,39.73,51.9,9.23,0.0,51.02,0.0,68.67,68.54,29.7,0.0,41.28,100.0,65.3,71.57,83.45,32.19,88.46,22.01,41.63,32.19,49.16,96.48,68.24,34.02,61.57,39.73,96.48,,41.66,88.46,,37.7,64.89,64.89,9.06,44.36,0.0,0.0,58.25,53.94,14.88,32.35,76.42,58.78,22.39,92.73,44.52,58.78,81.26,35.71,25.07,54.1,52.13,85.46,100.0
Tabasco,Cunduacán,33.49,10.16,64.92,45.54,67.61,23.04,0.0,63.1,0.0,46.08,27.93,23.01,34.68,45.54,5.3,0.0,72.5,0.0,75.25,66.56,47.92,0.0,49.01,100.0,66.74,71.57,,13.82,86.49,13.34,23.86,13.82,43.92,98.75,77.98,32.13,52.99,34.68,98.75,,28.04,86.49,,40.46,57.76,57.76,0.0,41.79,0.0,0.0,41.07,55.87,35.03,25.54,85.79,51.34,17.0,91.34,60.82,51.34,100.0,34.93,15.01,54.1,41.72,83.47,100.0
Tabasco,Cárdenas,44.41,19.64,69.34,59.87,66.16,23.04,32.92,39.71,0.0,46.08,39.74,75.58,42.24,59.87,14.94,29.08,46.19,0.0,63.72,67.58,42.61,0.01,37.12,100.0,72.21,71.57,98.76,64.22,100.0,46.32,50.5,64.22,56.9,90.82,63.23,36.87,59.1,42.24,90.82,,43.93,100.0,,47.41,54.36,54.36,25.84,42.86,0.01,0.0,46.57,53.63,21.89,22.33,72.92,51.94,34.29,92.31,63.33,51.94,74.26,34.53,41.29,54.1,52.13,80.26,100.0
Tabasco,Huimanguillo,34.01,15.15,51.46,58.61,63.36,23.04,31.08,42.07,0.0,46.08,38.5,73.01,36.24,58.61,9.91,23.65,68.59,0.0,68.6,65.13,42.41,0.0,37.86,100.0,67.01,71.57,93.24,32.12,94.51,42.64,43.04,32.12,52.14,93.9,74.05,34.62,52.7,36.24,93.9,,27.54,94.51,,46.51,65.91,65.91,20.68,38.93,0.0,0.0,38.34,56.32,26.3,25.29,75.22,46.07,31.25,91.34,58.52,46.07,78.86,33.65,16.74,54.1,49.43,79.52,100.0
Tabasco,Macuspana,71.26,13.6,68.48,76.46,73.74,23.04,27.05,38.19,0.0,46.08,50.94,81.17,47.67,76.46,12.81,22.61,41.2,0.0,63.17,68.25,20.13,0.0,36.61,100.0,85.63,71.57,81.15,26.31,100.0,45.46,34.67,26.31,58.18,93.44,59.47,33.85,63.9,47.67,93.44,,60.41,100.0,,49.18,50.63,50.63,51.72,44.93,0.0,0.0,60.41,50.16,9.35,41.72,82.99,58.09,32.61,91.58,30.91,58.09,94.41,35.03,0.0,54.1,74.33,77.75,100.0
Tabasco,Nacajuca,24.82,9.72,97.06,42.16,56.67,54.5,33.56,48.21,67.43,46.08,34.46,90.71,38.52,42.16,27.62,42.25,66.69,3.69,69.41,78.19,60.68,0.0,40.68,100.0,14.76,69.29,97.0,0.0,90.29,60.64,35.66,0.0,49.31,91.94,75.59,26.58,75.67,38.52,91.94,0.0,48.56,45.14,50.0,45.77,73.43,73.43,0.0,67.64,0.0,0.0,77.7,68.93,47.63,34.35,63.67,70.08,48.96,88.73,73.73,70.08,58.05,33.15,19.41,43.44,78.0,84.5,4.7
Tamaulipas,Altamira,34.73,15.0,98.04,67.92,57.0,71.17,23.48,56.85,67.43,46.08,62.39,100.0,36.95,67.92,22.93,52.83,65.13,7.44,68.17,88.03,62.91,0.0,44.99,100.0,26.97,72.06,63.0,0.0,67.13,70.27,23.6,0.0,49.23,83.91,75.62,29.22,76.13,36.95,83.91,0.0,77.86,33.57,100.0,64.41,47.33,47.33,52.32,82.64,0.0,0.0,74.98,72.47,53.55,49.68,63.83,49.18,57.97,93.41,72.27,49.18,55.6,33.13,80.74,43.44,83.53,86.11,19.22
