,Número,Año Cuenta Pública,Espacio público,Densidad poblacional,Tratamiento de aguas residuales,Tasa de homicidios,Superﬁcie destinada a vías,Participación electoral,MONTO_MODIFICADO,MONTO_COMPROMETIDO,MONTO_PAGADO,MONTO_EJERCIDO,MONTO_APROBADO,es_peña,desaparecido_bool
58,101,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
59,101,2020,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,79676778889.88,29054506170.24,23051170755.16003,23318200904.68003,77284827905.68,False,False
60,102,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
61,103,2018,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,33566262219.459965,28840141151.189987,27892643092.179996,27915481425.919994,24114505260.11,True,False
62,103,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
63,105,2018,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,33566262219.459965,28840141151.189987,27892643092.179996,27915481425.919994,24114505260.11,True,False
64,107,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,True
65,108,2018,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,33566262219.459965,28840141151.189987,27892643092.179996,27915481425.919994,24114505260.11,True,False
66,109,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
67,110,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
68,111,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
69,112,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
70,117,2020,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,79676778889.88,29054506170.24,23051170755.16003,23318200904.68003,77284827905.68,False,False
71,118,2018,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,33566262219.459965,28840141151.189987,27892643092.179996,27915481425.919994,24114505260.11,True,False
72,119,2019,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,131795845674.39987,80797517324.23016,65190771235.35999,65452530075.64999,113460454422.87,False,False
73,120,2020,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,79676778889.88,29054506170.24,23051170755.16003,23318200904.68003,77284827905.68,False,False
74,121,2018,70.375625,89.311875,8.875,63.246875,67.298125,66.135625,33566262219.459965,28840141151.189987,27892643092.179996,27915481425.919994,24114505260.11,True,False
