,Número,Año Cuenta Pública,Espacio público,Densidad poblacional,Tratamiento de aguas residuales,Tasa de homicidios,Superﬁcie destinada a vías,Participación electoral,MONTO_MODIFICADO,MONTO_COMPROMETIDO,MONTO_PAGADO,MONTO_EJERCIDO,MONTO_APROBADO,es_peña,desaparecido_bool
422,478,2015,51.016000000000005,37.260000000000005,49.75533333333333,70.09266666666666,59.06466666666667,49.05866666666667,2496745905.09,2445911187.09,2334652485.1600003,2335491527.96,2376907757.9,True,False
423,478,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
424,478,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
425,479,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
426,479,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
427,480,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
428,480,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
429,481,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,True
430,481,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
431,482,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
432,482,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,True
433,483,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
434,484,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
435,484,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,True
436,485,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,True
437,486,2014,61.61105263157896,26.087368421052634,34.96368421052631,59.59473684210526,61.748947368421064,52.24894736842106,93802841.19999999,90072550.63999999,3200000.0,90072550.63999999,93803970.88,True,False
438,486,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
439,487,2014,59.574999999999996,15.012500000000001,18.94375,55.635,33.8625,62.455000000000005,35116146188.31993,35110128291.81994,35109682051.65994,35110128291.81994,34263294296.130116,True,False
440,487,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,True
441,488,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,True
442,489,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,True
443,490,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
444,491,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
445,491,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,True
446,492,2014,41.496249999999996,31.598124999999996,57.595,57.09812500000002,59.640625,56.43750000000001,825995518.8399997,824455282.24,816912215.4599996,819245149.7199998,828237677.8399997,True,False
447,493,2014,65.08588235294118,21.28411764705882,51.07999999999999,47.128235294117644,55.58470588235294,41.67823529411765,9334965497.879995,8224927411.739999,8144580783.6100025,8146613907.160002,8448952869.900002,True,False
448,493,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
449,493,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
450,494,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
451,495,2014,62.35981481481482,38.50759259259259,16.07944444444444,63.99333333333333,47.545185185185176,53.83166666666667,1381725900.7400002,1380273316.3600001,1369907209.99,1369907209.99,1381725900.7400002,True,True
452,495,2019,34.142,17.694,80.092,47.794,68.824,33.714000000000006,140817814474.7705,93130783583.93008,89417091390.33029,90231872902.89015,132816968890.38023,False,False
453,495,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
454,496,2014,49.89833333333333,24.386666666666667,59.82999999999999,57.11166666666668,82.26333333333334,44.23666666666667,455767768.6299999,444681457.4199998,440728899.89999974,441012999.89999974,444989400.0,True,True
455,496,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,False
456,496,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,False
457,496,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
458,497,2014,41.83777777777779,28.59222222222222,69.32000000000001,52.64222222222222,72.89555555555555,49.7388888888889,2293915650.55,2293698037.52,2292315412.620001,2293696184.18,2252082792.61,True,False
459,497,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,False
460,497,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,False
461,498,2014,61.61105263157896,26.087368421052634,34.96368421052631,59.59473684210526,61.748947368421064,52.24894736842106,93802841.19999999,90072550.63999999,3200000.0,90072550.63999999,93803970.88,True,False
462,498,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,False
463,498,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,False
464,499,2014,61.61105263157896,26.087368421052634,34.96368421052631,59.59473684210526,61.748947368421064,52.24894736842106,93802841.19999999,90072550.63999999,3200000.0,90072550.63999999,93803970.88,True,True
465,499,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,False
466,499,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,False
467,500,2014,62.35981481481482,38.50759259259259,16.07944444444444,63.99333333333333,47.545185185185176,53.83166666666667,1381725900.7400002,1380273316.3600001,1369907209.99,1369907209.99,1381725900.7400002,True,False
468,500,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,False
469,500,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,False
470,500,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
471,501,2014,41.83777777777779,28.59222222222222,69.32000000000001,52.64222222222222,72.89555555555555,49.7388888888889,2293915650.55,2293698037.52,2292315412.620001,2293696184.18,2252082792.61,True,True
472,501,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,False
473,501,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,True
474,501,2020,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,39778047280.259964,22413658493.55,16891062691.409986,17188792363.419975,39322734067.76998,False,False
475,502,2014,57.09888888888889,26.886666666666663,42.54666666666667,48.016666666666666,63.92222222222222,50.56333333333333,4669092720.07,4189266163.179999,4189266163.179999,4189266163.179999,4669092720.07,True,False
476,502,2016,53.800000000000004,21.936666666666667,71.83666666666666,57.96333333333334,74.30666666666666,48.526666666666664,9107607071.680012,8968458397.22001,8434246222.170013,8486125952.300014,8943715018.44,True,True
477,502,2019,37.25,25.384999999999998,73.745,48.0,80.065,49.825,51702236338.09998,33602228985.40006,31779928401.800053,31993647365.290043,50654647061.09007,False,True
